<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
BTC.V,60,20240226,235900,54664.76,54825.2,54494.86,54695.31,2759.031548958,0
BTC.V,60,20240227,010000,54695.32,54695.32,54477.53,54515.7,2152.575106278,0
BTC.V,60,20240227,020000,54515.69,54689.91,54483.34,54583.32,2710.786204117,0
BTC.V,60,20240227,030000,54588.21,55831.95,54545.26,55818.36,4179.9312401056,0
BTC.V,60,20240227,040000,55805.13,56880.71,55630.36,56336.2,5086.7544423989,0
BTC.V,60,20240227,050000,56336.19,56577.58,55666.89,55666.89,6757.8109407046,0
BTC.V,60,20240227,060000,55666.89,56128.69,55648,55755.28,5039.923831396,0
BTC.V,60,20240227,070000,55755.28,56226.15,55666.12,56085.64,4043.582504684,0
BTC.V,60,20240227,080000,56085.64,56464.93,56065.63,56382.91,3513.563892322,0
BTC.V,60,20240227,090000,56379.91,56395.37,55831.74,56080.94,4728.744605808,0
BTC.V,60,20240227,100000,56080.94,56486.68,56045.65,56265.8,3675.068439954,0
BTC.V,60,20240227,110000,56254.96,56791.44,56194.17,56646.52,4879.1037841,0
BTC.V,60,20240227,120000,56646.51,56852.11,56400.44,56557.07,3857.069402249,0
BTC.V,60,20240227,130000,56557.08,56615.21,56359.97,56554.45,2869.703004025,0
BTC.V,60,20240227,140000,56558.36,57385.78,56490.57,56827.28,6363.1132057824,0
BTC.V,60,20240227,150000,56833.07,57230.52,56653.59,57145.36,5733.6502696966,0
BTC.V,60,20240227,160000,57152.48,57348.05,56700.15,57067.48,5004.219445017,0
BTC.V,60,20240227,170000,57067.48,57313.49,56628.88,56770.62,5082.4024012511,0
BTC.V,60,20240227,180000,56777.85,57194.11,56309.82,57067.14,3435.0314683611,0
BTC.V,60,20240227,190000,57065.11,57224.09,56746.77,56759.8,2175.5468530178,0
BTC.V,60,20240227,200000,56755.21,57151.62,56711.77,57133.94,2318.3895565368,0
BTC.V,60,20240227,210000,57133.94,57564.17,56939.06,57332.86,2783.6132048075,0
BTC.V,60,20240227,220000,57332.86,57361.49,56730.85,57020.64,6039.449210172,0
BTC.V,60,20240227,230000,57014.03,57046.29,56629.82,56731.67,1465.3462794653,0
BTC.V,60,20240227,235900,56731.68,57015.08,56669.4,56915.67,2029.0170941646,0
BTC.V,60,20240228,010000,56915.67,57131.15,56870.19,57063.59,1945.742309419,0
BTC.V,60,20240228,020000,57063.58,57125.7,56896.6,57038.72,1389.367365588,0
BTC.V,60,20240228,030000,57038.72,57123.93,56797.92,56806.7,1668.0155945334,0
BTC.V,60,20240228,040000,56806.7,57013.17,56725.3,56960.38,1416.4968960659,0
BTC.V,60,20240228,050000,56960.39,57003.4,56880.66,56957.38,1177.640500444,0
BTC.V,60,20240228,060000,56957.37,57305.79,56934.55,57242.97,2099.4912804286,0
BTC.V,60,20240228,070000,57247.46,57304.36,57093.09,57116.07,1438.0650978258,0
BTC.V,60,20240228,080000,57116.06,57228.63,57087.25,57220.13,1409.7496865137,0
BTC.V,60,20240228,090000,57220.13,58393.28,57179.29,58250.92,8889.376159175,0
BTC.V,60,20240228,100000,58250.93,59515.55,58216.23,59460.44,6071.787153856,0
BTC.V,60,20240228,110000,59477.55,59503.14,58873.38,59317.43,4412.7960329836,0
BTC.V,60,20240228,120000,59317.43,59391.55,59038.33,59292.93,1993.8371180923,0
BTC.V,60,20240228,130000,59292.93,59492.68,58589.85,59000.72,2497.6214789855,0
BTC.V,60,20240228,140000,58983.31,59457.24,58947.37,59383.89,3304.2506735345,0
BTC.V,60,20240228,150000,59383.89,60784.34,59338.79,60486.21,18544.20544217,0
BTC.V,60,20240228,160000,60507.16,61200.89,59832.9,60989.52,14039.62468621,0
BTC.V,60,20240228,170000,60977.78,61384.38,60621.41,61004.63,12986.84492068,0
BTC.V,60,20240228,180000,61004.02,62517.79,60968.89,62474.77,13605.04298384,0
BTC.V,60,20240228,190000,62435.24,64078.07,58873.18,61397.7,38441.6201643,0
BTC.V,60,20240228,200000,61413.68,61566.44,59275.42,61132.97,19808.64772536,0
BTC.V,60,20240228,210000,61140.31,61537.2,60654.15,60996.46,11255.63439721,0
BTC.V,60,20240228,220000,60986.46,61134.44,59950.18,60401.12,14713.28639239,0
BTC.V,60,20240228,230000,60435.14,60628.64,59821.32,60575.88,6319.206338431,0
